,0
"1735 Centre St,West Roxbury, MA 02132,",0.7380780284285289 -1.2417739661516116
"231 Harrison Ave,Boston, MA 02111,",0.7391260724644128 -1.2402576651127164
"1271 Boylston St,Boston, MA 02215,",0.7390874116761518 -1.240854442925857
"125 Summer St,Boston, MA 02110,",0.7392206204406518 -1.240170230225844
"135 Pearl St,Boston, MA 02110,",0.7392543951796716 -1.2400982929900644
"1269 Massachusetts Ave,Boston, MA 02125,",0.7386738393292639 -1.240251502355128
"1448 Dorchester Ave,Boston, MA 02122,",0.7383192521297762 -1.2402044264618786
"107-109 Savin Hill Ave,Boston, MA 02125,",0.7385001319448007 -1.2400986769624998
"888 South St,Roslindale, MA 02131,",0.7380992429055869 -1.2415062876222271
"65 Chatham St,Boston, MA 02109,",0.7393389293293274 -1.2400999283635736
"889A Dorchester Ave,Dorchester, MA 02125,",0.7386451356443856 -1.2401523938335532
"79 Harrison Ave,Boston, MA 02111,",0.7391877899247573 -1.2402332051959146
"5 Maverick Sq,Boston, MA 02128,",0.7395013653774813 -1.2398484264183611
"308 Congress St,Boston, MA 02210,",0.7391989696312807 -1.2400300357810128
"1283 Dorchester Ave,Dorchester, MA 02122,",0.738421211646684 -1.2401833463751728
"1277 Commonwealth Ave,Boston, MA 02134,",0.7391671086457858 -1.2414887269919583
"51 Sleeper St,Boston, MA 02210,",0.7392146374519759 -1.240006904932436
"529 Washington St,Brighton, MA 02135,",0.7391550615106236 -1.2420034752029196
"42 Beach St,Ste B1,Boston, MA 02111,",0.7391973648010336 -1.2402243485226252
"70 Beach St,Boston, MA 02111,",0.7391930503471227 -1.240204851449551
"140 Clarendon Street Ofc,Boston, MA 02116,",0.7391474422757741 -1.2404580454914733
"A-3 Km 334,Boston, MA 02128,",0.7395724063866899 -1.2401404130209028
"60 State St,Boston, MA 02109,",0.7393275541459277 -1.2401454186251974
"15 Lansdowne St,Boston, MA 02215,",0.7391243882216846 -1.2408309795920578
"592 Tremont St,Boston, MA 02118,",0.739044309897609 -1.2404389472261335
"542 Columbus Ave,Boston, MA 02118,",0.739021632834638 -1.2405642243418475
"25 Massachusetts Ave,Boston, MA 02115,",0.7391800729514695 -1.2407214497095196
"326 Cambridge St,Boston, MA 02114,",0.7393624624762968 -1.2403689342158541
"736 Blue Hill Ave,Dorchester, MA 02121,",0.7382949135133573 -1.2406647055648787
"19 Staniford St,Boston, MA 02114,",0.7393832947262485 -1.24026752622299
"150 Canal St,Boston, MA 02114,",0.7394295817306761 -1.240218641295971
"4590 Washington St,Roslindale, MA 02131,",0.7378841659818636 -1.2415849775368828
"1850 Soldiers Field Rd,Brighton, MA 02135,",0.7393216750043422 -1.2419057446187898
"738 Huntington Ave,Boston, MA 02115,",0.7388864300314676 -1.2410000356740645
"14 Westland Ave,Boston, MA 02115,",0.739054378702064 -1.2406735186049367
"484 A Centre St,Jamaica Plain, MA 02130,",0.7386219934511687 -1.2411175827265215
"21 Fish Pier St E,Boston, MA 02210,",0.7391997515387856 -1.2398063491480895
"522 Dudley St,Roxbury, MA 02119,",0.7386870235464335 -1.2404265929130232
"268 Centre St,Jamaica Plain, MA 02130,",0.7386951175108395 -1.2409187460914881
"702 Washington St,Boston, MA 02111,",0.739188177387851 -1.2402539658873668
"178 Border St,Boston, MA 02128,",0.7395973453963716 -1.2398625251880586
"50 Corinth St,Roslindale, MA 02131,",0.7380502419141726 -1.241412815641472
"1232 Commonwealth Ave,Allston, MA 02134,",0.7391692431834608 -1.2414487458621182
"484 Commonwealth Ave,Boston, MA 02215,",0.7391467197094639 -1.2408047324581017
"125 Western Ave,Boston, MA 02163,",0.7394139680151876 -1.2413475237468197
"136 Harvard Ave,Allston, MA 02134,",0.7392079275336666 -1.2414590625033266
"765 Morton St,Mattapan, MA 02126,",0.7380077893981116 -1.2407182976448905
"8 Kneeland St,Boston, MA 02111,",0.7391873012325666 -1.2402517179032901
"855 Washington St,Dorchester, MA 02124,",0.7379804043094832 -1.2404044185048764
"164 Brighton Ave,Allston, MA 02134,",0.7392223230093371 -1.241477383224485
"500 Commonwealth Ave,Boston, MA 02215,",0.7391479519119156 -1.2408227590912808
"183 Washington St,Dorchester, MA 02121,",0.7383555811581566 -1.240533550180244
"1 Brighton Ave,Ste 16,Allston, MA 02134,",0.7392146583959268 -1.2413509454648182
"269 Newbury St,Boston, MA 02116,",0.7391615113748745 -1.240618808641539
"336 Sumner St,Boston, MA 02128,",0.7394713622949749 -1.2397843737074778
"172 South St,Jamaica Plain, MA 02130,",0.7383666945421686 -1.241161192395877
"1130 Dorchester Ave,Dorchester, MA 02125,",0.73851197487644 -1.240159972053165
"4432 Washington St,Roslindale, MA 02131,",0.7379545908898463 -1.241507380198339
"1106 Boylston St,Boston, MA 02215,",0.7391168274553649 -1.240707281126652
"117 E Berkeley St,Boston, MA 02118,",0.739059565820601 -1.2402992772527426
"3510 Washington St,Jamaica Plain, MA 02130,",0.7384000896720763 -1.2410431828311677
"1618 Tremont St,One Brigham Cir,Mission Hill, MA 02120,",0.7388880627869828 -1.2409770715044315
"659 Center St,Jamaica Plain, MA 02130,",0.7385215139734669 -1.2411540478905836
"482 Washington St,Boston, MA 02124,",0.7382050369108611 -1.2404144122601735
"730 Centre St,Jamaica Plain, MA 02130,",0.7384876231700517 -1.2411592533350777
"536 Centre St,Boston, MA 02130,",0.7385935175317578 -1.241138366979919
"18-20 Tyler St,Boston, MA 02111,",0.7391845261590558 -1.240218855971469
"212 Stuart St,Boston, MA 02116,",0.7391780352795677 -1.2403525159035806
"1651 Washington St,Boston, MA 02118,",0.7389578951556846 -1.2404755616158465
"36 Northampton St,Roxbury, MA 02118,",0.7388873419660017 -1.240478007694793
"225 Centre St,Boston, MA 02130,",0.7386958330958329 -1.2408933655135057
"775 Centre St,Jamaica Plain, MA 02130,",0.7384720557057884 -1.241174033655848
"440 Atlantic Ave,Boston, MA 02210,",0.7392578116616826 -1.240048440277975
"21 Dry Dock Ave,Boston, MA 02210,",0.739074769383715 -1.2396963078840804
"111 State St,Boston, MA 02109,",0.7393293570710447 -1.2401178843109184
"1 Blackfan Cir,Karp Family Research Labs,Boston, MA 02115,",0.7389643249486488 -1.2409909014934242
"1 Lincoln St,Boston, MA 02163,",0.7392095018206519 -1.2401723717448363
"144 South St,Jamaica Plain, MA 02130,",0.7383861235474019 -1.241158716646333
"4 S Market St,Boston, MA 02109,",0.7393433659562859 -1.2401233410828243
"320 Medford St,Charlestown, MA 02129,",0.7397165478936244 -1.2402596643873747
"387 Chelsea St,Boston, MA 02128,",0.7396877569422835 -1.2396366726015338
"371 Washington St,Brighton, MA 02135,",0.7391565127518969 -1.2418497212951298
"48 Corinth St,Roslindale, MA 02131,",0.7380521408323987 -1.241415903128919
"413 D St,Boston, MA 02210,",0.739081148562131 -1.2399201262893627
"60 Valenti Way,Boston, MA 02114,",0.7394276889211023 -1.2401971580382083
"12 Charles St S,Ste D2-B,Boston, MA 02116,",0.7391959667923027 -1.2403294923927533
"21 Temple Pl,Boston, MA 02111,",0.7392628172659772 -1.2402473964680623
"103 Brighton Ave,Allston, MA 02134,",0.7392224582723542 -1.2414350363008437
"320 Spring St W Roxbury,West Roxbury, MA 02132,",0.7378040789311419 -1.2421650944369835
"181 Newbury St,Boston, MA 02116,",0.7391784017987107 -1.2405505374698536
"140 Dudley St,Boston, MA 02119,",0.7388002823249183 -1.2406239896514235
"300 Terminal C Rd,Gate C28,Boston, MA 02128,",0.7394497559914999 -1.2394384957009577
"1917 Dorchester Ave,Dorchester Center, MA 02124,",0.7380400107940973 -1.2402875006436147
"168 Spring St,West Roxbury, MA 02132,",0.737875119067686 -1.2420748425886983
"125 Newbury St,Boston, MA 02116,",0.7391935591105997 -1.2404972656577595
"177 Harrison Ave,Boston, MA 02111,",0.7391557666236416 -1.24024840526837
"258 K St,South Boston, MA 02127,",0.7389010000400633 -1.239810412274588
"1200 Blue Hill Ave,Mattapan, MA 02126,",0.7380092929992623 -1.240756598022661
"8 S Huntington Ave,Jamaica Plain, MA 02130,",0.7388528978932135 -1.2411133040518603
"44 Batterymarch St,Boston, MA 02109,",0.7393018061761375 -1.2401007408143403
"29 Food Mart Rd,Boston, MA 02118,",0.7389426366146986 -1.2402456886633897
"2 Oliver St,Boston, MA 02109,",0.7392976138952743 -1.240106290961362
"45 Milk Street Bsmt,Boston, MA 02109,",0.7392838589554394 -1.2401655981220092
"502 Massachusetts Ave,Boston, MA 02118,",0.7389843054779257 -1.240557391377826
"27 Northern Ave,Boston, MA 02210,",0.7392196474195936 -1.2399518886637548
"501B Washington St,Dorchester, MA 02124,",0.7381961174057188 -1.2404185164019095
"16 Tyler St,Boston, MA 02111,",0.7391852749053048 -1.240218697146507
"315 Shawmut Ave,Boston, MA 02118,",0.7390367404046433 -1.2403890482628188
"625 American Legion Hwy,Roslindale, MA 02131,",0.7380468044882108 -1.2410957381856038
"695 Columbia Rd,Dorchester, MA 02125,",0.738646693350743 -1.2402383687525063
"5318 Washington St,West Roxbury, MA 02132,",0.7375630297628198 -1.241967091196668
"30 N Beacon St,Allston, MA 02134,",0.7392331920472538 -1.241585074402656
"465 Washington St,Dorchester, MA 02124,",0.7382117634097984 -1.2404206718835358
"256 Marginal St,Bldg 16,Boston, MA 02128,",0.739420944096208 -1.2397458420735814
"58 Harvard Ave,Allston, MA 02134,",0.7392461493716206 -1.2414695327335095
"151 Hanover St,Boston, MA 02109,",0.7393783336278498 -1.2401516861025415
"150 State St,Boston, MA 02109,",0.7393336994502239 -1.2401042218735339
"2257 Dorchester Ave,Boston, MA 02124,",0.7378338978814124 -1.2403451619587773
"279 Newbury St,Ste 2,Boston, MA 02116,",0.7391586481622366 -1.2406252846857286
"578 Tremont St,Boston, MA 02118,",0.7390546535914211 -1.2404251704696827
"1 Harrison Ave,Boston, MA 02111,",0.7392120622186646 -1.2402345892420115
"1410 Centre St,Roslindale, MA 02131,",0.7381918588023441 -1.24153821231224
"84 Bennington St,East Boston, MA 02128,",0.7396273318982503 -1.2397823220729418
"1 S Market St,Faneuil Hall Marketplace,Boston, MA 02109,",0.7393505846380721 -1.2401390254841476
"1127 Harrison Ave,Boston, MA 02119,",0.7388280190973913 -1.2405892366553581
"360 Huntington Ave,Boston, MA 02115,",0.7389843229312182 -1.2406753913432242
"236 Faneuil St,Brighton, MA 02135,",0.7392207993369001 -1.2419436828407402
"51 Austin St,Charlestown, MA 02129,",0.7396174821326165 -1.2403113688938003
"348 Harrison Ave,Boston, MA 02118,",0.7390890706116059 -1.2402538550589595
"160 Brighton Ave,Boston, MA 02134,",0.7392186115666827 -1.2414796975310731
"81 Harvard Ave,Allston, MA 02134,",0.7392325698373755 -1.241469715993081
"1229 Dorchester Ave,Dorchester, MA 02125,",0.7384519966366953 -1.2401765544263885
"145 Charles St,Boston, MA 02114,",0.7393513037137242 -1.2403949562023369
"25 Kingston St,Boston, MA 02111,",0.7392342724060609 -1.240193693559643
"106 Bunker Hill St,Charlestown, MA 02129,",0.7396502751239321 -1.2401837364562605
"148-152 Brighton Ave,Boston, MA 02134,",0.7392193149343711 -1.2414690056440751
"130 Guest St,Brighton, MA 02135,",0.7392871139944941 -1.2416523742986134
"65 Atlantic Ave,Boston, MA 02109,",0.7393933425867523 -1.240052463261901
"122 Harvard Ave,Allston, MA 02134,",0.7392118527791544 -1.2414594665470486
"16 North St,Boston, MA 02109,",0.739355039590988 -1.2401446140284123
"108 L St,Boston, MA 02127,",0.738891345751306 -1.2397723065010298
"195 L St,Boston, MA 02130,",0.7388463066572936 -1.239778327014284
"128 Harvard St,Dorchester Center, MA 02124,",0.7382361386781318 -1.2405534565330274
"104 Salem St,Boston, MA 02113,",0.7394190853205546 -1.2401314385378888
"59 Meridian St,Boston, MA 02128,",0.7395504920326018 -1.2398392250425447
"1 Harborside Dr,Terminal A,Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"15 N Beacon St,Allston, MA 02134,",0.739239284119008 -1.241566547732646
"473 River St,Mattapan, MA 02126,",0.7377430569845047 -1.2407820309605209
"192 Sumner St,Boston, MA 02128,",0.739505279278329 -1.2398627773881357
"271 Meridian St,Boston, MA 02128,",0.7396293660794933 -1.239841835182441
"1620 Commonwealth Ave,Boston, MA 02135,",0.7390531918781725 -1.2416529162233456
"259 Bennington St,Boston, MA 02128,",0.7396631076572575 -1.2396741919444636
"156 Blue Hill Ave,Roxbury, MA 02119,",0.7386325195318876 -1.240514787890785
"381 Blue Hill Ave,Dorchester, MA 02121,",0.7385016390366097 -1.24057379660013
"112 Salem St,Boston, MA 02113,",0.7394246808461366 -1.2401322248087172
"240 Hanover St,Boston, MA 02113,",0.7394025849778063 -1.2401211245146746
"150 Meridian St,East Boston, MA 02128,",0.739588102132653 -1.2398441695603155
"342 Cummins Hwy,Roslindale, MA 02131,",0.7379278402284009 -1.241186172420796
"190 Brighton Ave,Allston, MA 02134,",0.7392240046340712 -1.2414976517330882
"299 Hancock St,Boston, MA 02125,",0.7384417061754255 -1.240183840303351
"800 Boylston St,Eataly Boston,Boston, MA 02115,",0.7391225774425856 -1.2406025962781173
"800 Boylston St,Fl 2 Inside Eataly,Boston, MA 02199,",0.7391443670056321 -1.2406011345648689
"40 Maverick Sq,Boston, MA 02128,",0.7395206791909839 -1.2398436215269302
"30 Fleet St,Boston, MA 02113,",0.7394244426086936 -1.2400779389603276
"636 Hyde Park Ave,Roslindale, MA 02131,",0.7379261210790877 -1.241237247736026
"19 Bennington St,East Boston, MA 02128,",0.7396084840876579 -1.2398222735321849
"261 Newbury St,Boston, MA 02116,",0.7391628439337584 -1.2406136590475811
"792 Washington St,Boston, MA 02124,",0.7380152707519504 -1.2404071944510517
"140 Tremont St,Boston, MA 02111,",0.7392703300357425 -1.2402536997246558
"777 Morrissey Blvd,Dorchester, MA 02122,",0.7382113043882049 -1.2400037729390934
"445 W Broadway,Boston, MA 02127,",0.7389276529630705 -1.239976873051997
"772 Adams St,Boston, MA 02122,",0.7380085180730744 -1.2401294052293104
"1286 Blue Hill Ave,Mattapan, MA 02126,",0.7379462202907536 -1.2407773648227656
"38 Batterymarch St,Boston, MA 02110,",0.739302327156919 -1.2401022505241435
"182 Brighton Ave,Boston, MA 02134,",0.739223604081008 -1.241494036283543
"600 D St,Boston, MA 02210,",0.7391406695256116 -1.2398551258646948
"1231 River St,Boston, MA 02136,",0.7375300709652252 -1.2413055398516628
"4337 Washington St,Roslindale, MA 02131,",0.7380082475470403 -1.2414551128232294
"6 Maple St,Hyde Park, MA 02136,",0.7375265288195083 -1.2412926828837278
"60 School St,Omni Parker House,Boston, MA 02108,",0.7393075509273704 -1.2402103736713046
"2195 Commonwealth Ave,Boston, MA 02135,",0.7390004340655433 -1.2420664588996364
"302 Centre St,Jamaica Plain, MA 02130,",0.7386952021593083 -1.2409620101856516
"88 Chelsea St,East Boston, MA 02128,",0.7395567996525184 -1.2397956057738788
"737 Huntington Ave,Boston, MA 02115,",0.738892593661721 -1.2410017591867006
"1744 Washington St,Boston, MA 02118,",0.7389366719519802 -1.2404981409403792
"1746 Washington St,Boston, MA 02118,",0.7389359502583345 -1.2404981243597515
"132 Babson St,Mattapan, MA 02126,",0.7377778344151796 -1.2407771527652616
"137 Brighton Ave,Allston, MA 02134,",0.7392602961378727 -1.2414902201211333
"21 Broad St,Boston, MA 02109,",0.7393225520322914 -1.2401113803414605
"475 W Broadway,Boston, MA 02127,",0.738918677607392 -1.2399633493682878
"558 Washington St,Boston, MA 02111,",0.7392354889005496 -1.240246179100909
"Quincy Market Building,Faneuil Hall Marketplace, Quincy Market Building,Boston, MA 02109,",0.7393478985763535 -1.2401174357613003
"270 Northern Ave,Boston, MA 02210,",0.7391472581435381 -1.2398192410226097
"10 City Square,Charlestown, MA 02129,",0.7395591733003012 -1.2402376165155988
"100 Huntington Ave,Copley Place,Boston, MA 02116,",0.7391254799251318 -1.2405336749712854
"1 Harborside Dr,Terminal B,Boston, MA 02128,",0.7393971046439549 -1.2394764007616523
"255 State St,Boston, MA 02109,",0.7393363855119427 -1.240052066199496
"1 Harborside Dr,Logan Airport Terminal A,Boston, MA 02128,",0.7394254234837332 -1.2395248188130965
"225 Northern Ave,Boston, MA 02210,",0.7391448871137493 -1.2398340710852633
"20 Hudson St,Boston, MA 02111,",0.7391781740332434 -1.240208580345498
"1296 Blue Hill Ave,Mattapan, MA 02126,",0.7379380067712937 -1.240781657460061
"313 Meridian St,Boston, MA 02128,",0.7396501948387867 -1.2398424643736363
"1195 Blue Hill Ave,Mattapan, MA 02126,",0.7380130192772153 -1.2407631281720575
"129 South St,Boston, MA 02111,",0.7391916217951299 -1.2401625603764461
"1 Federal St,Boston, MA 02110,",0.7392769282529796 -1.2401542299199262
"323 Washington St,Boston, MA 02121,",0.7382951988746899 -1.2404604566638349
"431 Boylston St,Boston, MA 02116,",0.7391953978149666 -1.2404313140286496
"1528 Tremont St,Boston, MA 02120,",0.7388627799474384 -1.2409058498536452
"190 North St,Boston, MA 02113,",0.7394068051839375 -1.240106414007074
"8 Lincoln St,Boston, MA 02135,",0.7393248515035806 -1.2417256362392946
"425 W Broadway,Boston, MA 02127,",0.7389336656223436 -1.2399896619520911
"903 Boylston St,Boston, MA 02115,",0.7391415648795179 -1.2406291715339728
"112 Stoughton,Boston, MA 02125,",0.7385670723029314 -1.2402300452773034
"368 W Broadway,Boston, MA 02127,",0.7389575408538462 -1.2400153854872715
"991 Bennington St,Boston, MA 02128,",0.7398052437808815 -1.2392835069727222
"170 Harvard Ave,Allston, MA 02134,",0.7391950836557013 -1.2414546040597525
"628 American Legion Hwy,Roslindale, MA 02131,",0.7380381546364376 -1.2410801087621521
"669 Centre St,Boston, MA 02130,",0.738515969935098 -1.241155191953908
"1184 Hyde Park Ave,Boston, MA 02136,",0.7375701463428448 -1.2413145536045849
"389 Washington St,Brighton, MA 02135,",0.7391574718103208 -1.2418607159967527
"1114 Boylston St,Boston, MA 02215,",0.7391171424872949 -1.2407095718712953
"537 Columbus Ave,Boston, MA 02118,",0.7390252063962814 -1.2405693800444582
"254 Newbury St,Boston, MA 02116,",0.7391599632678281 -1.240605175002087
"149 P St,Boston, MA 02127,",0.7388758786434747 -1.2396353732039056
"352 Hanover St,Boston, MA 02113,",0.7394338769859651 -1.2400899284996243
"412 W Broadway,Boston, MA 02127,",0.7389432422439494 -1.239992618539844
"116 Salem St,Boston, MA 02113,",0.7394267045554042 -1.2401300728177493
"22 Liberty Dr,Boston, MA 02210,",0.7392493049269083 -1.239950695731211
"271 Dartmouth St,Boston, MA 02116,",0.7391819666337078 -1.2405126376451465
"158 Bennington St,Boston, MA 02128,",0.7396424211422983 -1.2397424369362107
"479 Cambridge St,Allston, MA 02134,",0.739237587658975 -1.241550971541737
"1560 Vfw Pkwy,West Roxbury, MA 02132,",0.7377183701748995 -1.2421026221217377
"342 Longwood Ave,Boston, MA 02115,",0.738966615693292 -1.2410182045515776
"775 Commonwealth Ave,Boston University,Boston, MA 02215,",0.739185904969165 -1.241062026278437
"1 Lansdowne St,Boston, MA 02115,",0.739122534682019 -1.2408094780083376
"366 Washington St,Brighton, MA 02135,",0.7391540780175901 -1.2418445743191657
"1743 Centre St,West Roxbury, MA 02132,",0.738078347823782 -1.2417820452807191
"5272 Washington St,West Roxbury, MA 02132,",0.7375859066659903 -1.241939266285068
"13 Meridian St,Boston, MA 02128,",0.7395302156700169 -1.2398390731988997
"82 Bennington St,Boston, MA 02128,",0.7396250359176192 -1.2397888635669787
